id	idolId	name	evolutionName	rarity	attribute	type	appeal	stamina	technique	skillId	skillTitle	skillFields	conditionFields	personalSkillIds	skillFields1	conditionFields1	skillFields2	conditionFields2
221	setsuna	アイススケート対決を始めます！	Snow Crystal	UR	smile	guard	6058	12392	9087	staminaRecovery_probability_none	フローズンウィンド！	stamina,32	33	staminaPlus_passive_everyone,shieldGain_musicStart_none	4.2		stamina,20	40
222	kasumi	ひえええ！足がふらふらする！	マーチング・ハーモニー	SR	elegant	skill	6721	4652	5858	shieldGain_probability_none	かすみん行進曲	technique,27	30	techniquePlus_passive_sameAttribute,appealUp_acStart_everyone	3.2		10,4	30
223	you	……いったたた〜	Snow Crystal	UR	elegant	skill	7572	5736	9638	shieldGain_probability_none	この気持ち、溶けないといいな	stamina,29	33	appealPlus_passive_sameAttribute,criticalRateUp_acSuccess_sameAttribute	4.2		5,8	40
224	rin	どこまでだって行けちゃうにゃ〜	それは僕たちの奇跡	SR	pure	guard	4253	6661	3259	staminaRecovery_probability_none	明日へ走り続ける力	stamina,29	30	staminaPlus_passive_sameType,revival_musicStart_none	3.2		10	25
225	mari	マリバウアー！	Brightest Melody	SR	cool	voltage	6803	2835	4535	appealUp_probability_everyone	今を大切に	5,3.2	30	techniquePlus_passive_sameAttribute,voltagePlus_acSuccessOnce_everyone	3.2		2	20
226	umi	二人でひとつのストロー	月下の大和撫子	UR	natural	sp	11016	6732	12852	spSkillUp_probability_none	月夜の祈り	appeal,40	33	techniquePlus_passive_sameAttribute,spGaugeGainRate_appeal_none	5.2		technique,1	15
227	ruby	……受け取ってください！	小悪魔の誘惑	UR	elegant	guard	7650	14688	8262	staminaRecovery_probability_none	あなたのひざまくらがいいなぁ	stamina,40	33	staminaPlus_passive_sameAttribute,damageReductionPlus_acStart_none	5.2		5	50
228	riko	憧れちゃうシチュエーション	Brightest Melody	SR	active	voltage	7411	4480	5341	voltageGain_probability_none	新しい夢を繋げよう	appeal,37	30	appealPlus_passive_riko,appealPlus_acSuccessOnce_riko	3.2		4	30
229	ayumu	ふふ、あの子らしいなあ	マーチング・ハーモニー	SR	cool	sp	6032	4652	6548	spGaugeGainRate_probability_none	音がたくさん重なって楽しいね♪	sp,7	30	techniquePlus_passive_sameAttribute,spGaugeGainRate_musicStart_none	3.2		technique,8	50
230	hanamaru	体も動いちゃうずら～！	湯けむり天女	UR	cool	skill	10938	5888	11220	spGaugeGainRate_probability_none	湯けむりに包まれて	sp,8	33	appealPlus_passive_sameAttribute,skillInvocationUp_acStart_sameAttribute	5.2		10,10	30
231	kanata	天国が見える……	湯けむり天女	UR	natural	guard	7711	11566	8262	damageReduction_probability_none	ぽかぽか気持ちいいよ～♪	10,14	33	staminaPlus_passive_sameTeam,shieldGain_acStart_none	7		stamina,8	40
232	nozomi	ウチのお土産はね……	それは僕たちの奇跡	SR	active	guard	4652	6895	5687	damageReduction_probability_none	思い出を握りしめて	10,11	30	staminaPlus_passive_sameAttribute,deactivation_spSkill_everyone	3.2			50
233	niko	おばけみたいな虫が～～～っっ！	湯けむり天女	UR	pure	sp	8720	6194	8030	spGaugeGainRate_probability_none	これが美肌の秘訣よ♪	sp,7	33	techniquePlus_passive_everyone,spGaugeGainRate_acStart_none	4.2		technique,2	30
234	chika	もう1回温泉行って来るね	Brightest Melody	SR	cool	skill	4961	4110	5103	appealUp_probability_everyone	想いを一つに！	5,2.2	30	appealPlus_passive_sameAttribute,skillInvocationUp_acStart_myself	2.7		10,8	30
235	shizuku	たあ―っっ！！	マーチング・ハーモニー	SR	smile	voltage	6661	3118	4393	voltageGain_probability_none	煌びやかな旋律	appeal,37	30	appealPlus_passive_sameGrade,appealUp_acSuccess_everyone	3.2		5,7	50
236	mari	私たちの色	カラフルスプラッシュ	UR	smile	sp	9536	7292	11220	spSkillUp_probability_none	世界をマリー色に染めちゃうYo！	technique,32	33	techniquePlus_passive_sameAttribute,spSkillUp_critical_none	5.2		technique,20	20
237	umi	完成したら見せますね	それは僕たちの奇跡	SR	cool	guard	4308	6895	6032	shieldGain_probability_none	気持ちを込めた歌声	stamina,27	30	staminaPlus_passive_sameTeam,damageReductionPlus_acStart_none	5		4	30
238	ayumu	いらっしゃいませ♪	熱烈歓迎☆チャイナメイド	UR	natural	skill	10465	6333	10739	appealUp_probability_sameTeam	宴が始まるよ♥	5,9	33	appealPlus_passive_sameGrade,spGaugeGainRate_acSuccess_none	5.2		appeal,8	30
239	rin	やった―！！	熱烈歓迎☆チャイにゃメイド	UR	active	guard	8414	11498	8132	shieldGain_probability_none	受け取ってくれるかにゃ？	stamina,32	33	staminaPlus_passive_everyone,shieldGain_appeal_none	4.2		stamina,4	10
240	honoka	私に任せて！	それは僕たちの奇跡	SR	cool	skill	6204	3791	7238	spGaugeGainUp_probability_everyone	前へ進もう！	5,4.2	30	techniquePlus_passive_sameType,skillInvocationUp_acSuccess_everyone	4.2		10,8	30
241	dia	もうひと頑張りいたしましょう！	熱烈歓迎☆チャイナメイド	UR	natural	voltage	8490	6884	7572	voltageGain_probability_none	ご案内いたしますわー！	appeal,35	33	techniquePlus_passive_everyone,appealUp_changeTeam_everyone	4.2		5,3.2	20
242	kanan	わかめラーメンを作ってみたんだ	Brightest Melody	SR	elegant	guard	4818	5810	3543	damageReduction_probability_none	次のトキメキへ出発だよ！	10,10	30	staminaPlus_passive_myself,shieldGain_musicStart_none	7		stamina,20	20
243	rina	全てを正確に極めて……えい！	マーチング・ハーモニー	SR	pure	skill	4535	4535	5103	skillInvocationUp_probability_sameTeam	弾けるりなリズム	5,4	30	techniquePlus_passive_sameTeam,criticalPlus_musicStart_everyone	5		3	30
244	eri	キミがそばにいてくれるなら	トゥルーアラベスク	UR	elegant	sp	10404	6426	13770	spGaugeGainRate_probability_none	ホワイト・スワン	sp,9	33	techniquePlus_passive_sameGrade,spSkillUp_acStart_none	5.2		appeal,15	50
245	ai	二人きりの時間を過ごしたい	ハートビート★スクールガール	UR	cool	voltage	13239	6316	10530	voltageUp_probability_everyone	愛さんと遊ぶ準備、できてる？	5,7.2	33	appealPlus_passive_sameAttribute,appealUp_acSuccess_sameAttribute	5.2		5,8.2	50
246	yoshiko	これが次の暗黒舞踏会の衣裳よ！	Brightest Melody	SR	natural	guard	4480	6721	6032	shieldGain_probability_none	胸の中のキラメキ	stamina,27	30	staminaPlus_passive_myself,damageReductionPlus_musicStart_none	7		3.2	20
247	karin	まだまだ終わらせないんだから！	マーチング・ハーモニー	SR	smile	sp	5171	3791	8272	spGaugeGainRate_probability_none	魅力的な音色	sp,7	30	techniquePlus_passive_myself,spGaugeGainRate_changeTeam_none	7		appeal,2	15
248	riko	プリンセスに近づけたらいいな	Noble Princess	UR	natural	sp	9254	8414	10376	spSkillUp_probability_none	プリンセスプライド	appeal,32	33	techniquePlus_passive_sameAttribute,staminaRecovery_spSkill_none	5.2		technique,20	50
249	karin	困るわ……そんな風に言うなんて	Noble Princess	UR	pure	skill	10376	6450	11220	appealUp_probability_sameTeam	二人きりの舞踏会	5,9	33	techniquePlus_passive_sameTeam,skillInvocationUp_critical_sameAttribute	7		2,25	50
250	maki	そんな顔で私のこと見ないでよ	それは僕たちの奇跡	SR	pure	voltage	7928	3963	5341	voltageGain_probability_none	おなじ夢に向かって	appeal,37	30	appealPlus_passive_myself,appealUp_acSuccess_everyone	7		10,4	50
251	honoka	本物のプリンセスになれそう	Noble Princess	UR	active	skill	7344	6884	8720	skillInvocationUp_probability_sameAttribute	朝のご挨拶	5,4.5	33	appealPlus_passive_everyone,appealPlus_musicStart_everyone	3.2		5	30
252	you	もうすぐできるからね～	Brightest Melody	SR	active	skill	4818	5243	4110	criticalRateUp_probability_sameTeam	光の先へ	10,7	30	techniquePlus_passive_sameGrade,appealPlus_acSuccessOnce_everyone	3.2		3	30
253	setsuna	私があなたの笑顔を守ります！	マーチング・ハーモニー	SR	cool	guard	2835	6946	4393	staminaRecovery_probability_none	力強い音を響かせます！	stamina,29	30	staminaPlus_passive_friends,damageReductionAc_acStart_none	4.2		3	30
254	kasumi	かすみん、限界ですぅ！	レディー・デビュー	UR	cool	guard	8132	12060	7854	staminaRecovery_probability_none	It's かすみん・タイム♡	stamina,32	33	staminaPlus_passive_sameTeam,voltageUp_damage_sameGrade	7		2,7	200,5
255	kotori	おかえりなさいませ、ご主人様	それは僕たちの奇跡	SR	pure	skill	5858	4135	7238	shieldGain_probability_none	笑顔を忘れちゃだめっ！	technique,27	30	techniquePlus_passive_sameAttribute,voltageGain_acSuccess_none	3.2		technique,30	30
256	nozomi	こうするの、っと！	レインドロップ	UR	pure	guard	8976	12060	7010	shieldGain_probability_none	Happy Rainy Day♪	stamina,32	33	staminaPlus_passive_sameAttribute,voltageGain_damage_none	5.2		stamina,10	350,5
257	kanan	雨に消えたりしないように	レインドロップ	UR	smile	skill	8976	7292	11780	spGaugeGainRate_probability_none	ついて来れるかな？	sp,8	33	techniquePlus_passive_sameTeam,criticalRateUp_spSkill_everyone	7		3,15	50
258	hanamaru	特別な道具を使うずら	Brightest Melody	SR	smile	voltage	6895	4308	6032	voltageUp_probability_sameGrade	描いていたミライ	5,5.2	30	appealPlus_passive_sameAttribute,skillInvocationUp_acSuccess_everyone	3.2		10,8	50
259	emma	みんなも一緒に歌おうよ〜♪	レインドロップ	UR	active	voltage	8030	7344	7572	voltageGain_probability_none	Singing in the rain	appeal,35	33	appealPlus_passive_sameTeam,skillInvocationUp_acSuccess_everyone	6		10,10	40
260	niko	にこもがんばっちゃおうかな〜	それは僕たちの奇跡	SR	elegant	skill	4393	4110	5671	criticalRateUp_probability_sameAttribute	この時間を楽しもう♪	3,10	30	techniquePlus_passive_sameAttribute,criticalPlus_musicStart_everyone	3.2		3	30
261	ai	愛さん特製スペシャルもんじゃ	マーチング・ハーモニー	SR	pure	guard	3400	6379	4393	shieldGain_probability_none	ドンドン行くよ！	stamina,27	30	staminaPlus_passive_sameAttribute,staminaRecovery_acStart_none	3.2		stamina,15	30
262	rin	にゃああっ……！	Pom！☆	UR	cool	sp	10886	8397	11820	spSkillUp_probability_none	にくきゅう♪	appeal,40	33	appealPlus_passive_sameGrade,spGaugeGainUp_acStart_sameAttribute	5.2		5,24	30
263	chika	あなたと一緒に海を見ていたいな	チカキュン☆サマー	UR	pure	voltage	13770	6120	10710	voltageUp_probability_sameGrade	あなたのハートを狙い撃ち♪	3,10	33	appealPlus_passive_sameTeam,voltageGain_changeTeam_none	7		appeal,60	5
264	ruby	今日は絶対、すくうんだ	Brightest Melody	SR	natural	sp	6032	3963	7238	spSkillUp_probability_none	キラキラを追いかけて	appeal,22	30	appealPlus_passive_sameType,spSkillUp_acStart_none	4.2		appeal,8	30
265	kanata	遥ちゃん専用アルバムなの！	マーチング・ハーモニー	SR	pure	skill	6548	5515	5171	skillInvocationUp_probability_sameTeam	包み込むような輝き	5,4	30	techniquePlus_passive_sameTeam,skillInvocationUp_acSuccess_sameTeam	5		5,14	50
266	hanayo	私わかったよ！	見習い探偵	UR	pure	sp	9424	7996	11138	spGaugeGainRate_probability_none	待ちなさい！	sp,9	33	techniquePlus_passive_sameAttribute,spGaugeGainRate_critical_none	5.2		technique,1	25
267	kanata	彼方ちゃん、ここに見参！	神出鬼没☆怪盗K	UR	smile	skill	9536	7292	11220	voltageUp_probability_everyone	あなたの宝物、頂きます～♪	5,6.2	33	appealPlus_passive_sameTeam,criticalRateUp_appeal_everyone	7		5,5.5	10
268	kanan	焦らなくていいからね	恋になりたいAQUARIUM	SR	smile	skill	5963	4386	7191	criticalRateUp_probability_sameTeam	いっしょにジャンプしよう！	3,15	30	techniquePlus_passive_myself,spGaugeGainUp_critical_everyone	7		3,8	20
269	yoshiko	名探偵ヨハネよ！	堕天探偵☆ヨハネ	UR	elegant	guard	6099	10555	6802	damageReduction_probability_none	堕天探偵に任せなさい！	5,26	33	staminaPlus_passive_sameAttribute,damageReductionPlus_musicStart_none	5.2		2	30
270	eri	怪盗からのメッセージが！！	Wonderful Rush	SR	cool	guard	4345	5793	4345	damageReduction_probability_none	胸躍るステージ	10,10	30	staminaPlus_passive_sameTeam,revival_musicStart_none	5		10	25
271	ayumu	いい感じにできてるよ！	Love U my friends	SR	active	voltage	6082	4633	3763	appealUp_probability_sameTeam	とびっきりの明日へ！	5,6	30	techniquePlus_passive_sameType,voltageGain_acSuccess_none	4.2		technique,25	30
272	maki	……そうね、すごくキレイ	あなたに捧げるセレナーデ	UR	natural	sp	8853	7425	12280	spGaugeGainRateAndSpSkillUp_probability_none	最後まで聴いてね	sp,5,technique,19	33	techniquePlus_passive_myself,spGaugeGainRate_acSuccess_none	7		technique,8	30
273	setsuna	最高のステージでしたね！	Love U my friends	SR	natural	skill	6490	4386	6664	criticalRateUp_probability_sameTeam	届いていますか？	10,7	30	staminaPlus_passive_sameTeam,appealUp_acStart_everyone	5		10,4	30
274	rina	璃奈ちゃんボード［くふふ］	もののけガール	UR	smile	voltage	11780	6170	10098	voltageGain_probability_none	Snow Fairy	appeal,37	33	techniquePlus_passive_sameAttribute,appealUp_critical_sameAttribute	5.2		2,9.5	30
275	umi	て、天井！！壁にも！！	もののけガール	UR	elegant	guard	6283	12851	9424	staminaRecovery_probability_none	うらめしや〜	stamina,32	33	staminaPlus_passive_sameTeam,shieldGain_changeTeam_none	7		stamina,10	20
276	kotori	はぁ〜…生き返る…	Wonderful Rush	SR	elegant	guard	4735	7017	5787	staminaRecovery_probability_none	さぁ、出発だよ！	stamina,32	30	staminaPlus_passive_myself,shieldGain_acStart_none	7		stamina,6	40
277	ruby	ピギャアアアア！！	もののけガール	UR	natural	skill	8210	5863	9348	spSkillUp_probability_none	天狗のいざない	technique,30	33	staminaPlus_passive_myself,criticalPlus_musicStart_everyone	7		4	30
278	riko	こ、こっちに向かってきてる！	恋になりたいAQUARIUM	SR	smile	sp	5212	3329	5936	spSkillUp_probability_none	一緒にぷかぷか	appeal,22	30	staminaPlus_passive_sameType,criticalRateAc_acStart_sameType	3.2		5	15
279	kasumi	そういうの無理だもん！！	Love U my friends	SR	pure	guard	3763	6660	4053	damageReduction_probability_none	かすみんからあなたに！	10,10	30	staminaPlus_passive_sameAttribute,staminaRecovery_stamina_none	3.2		stamina,20	50,100
280	dia	……わ、わかりましたわ	ラグジュアリー・ピンク	UR	pure	guard	11820	6843	12444	criticalRateUp_probability_sameGrade	ルージュにくちづけ	5,18	33	appealPlus_passive_sameGrade,voltageUp_acSuccess_sameGrade	5.2		5,8	50
281	shizuku	先輩、きっとあれです！	ブルーミングガーデン	UR	cool	guard	6732	14688	9180	shieldGain_probability_none	遠くまで届きますように	stamina,40	33	staminaPlus_passive_sameAttribute,appealUp_acSuccess_everyone	5.2		5,3.5	100
282	niko	育ち盛りだから	Wonderful Rush	SR	natural	sp	5963	4386	7191	spGaugeGainUp_probability_sameType	はりきっていこう！	5,4.5	30	techniquePlus_passive_sameAttribute,spGaugeGainUp_changeTeamOnce_sameType	3.2		30,8	100
283	you	本当に似合うかな……？	恋になりたいAQUARIUM	SR	elegant	guard	6313	5263	5963	voltageUp_probability_sameType	もっとあなたに近づきたい	5,5.2	30	appealPlus_passive_sameType,skillInvocationUp_acSuccess_everyone	4.2		10,8	50
284	shioriko	えっ！？真っ赤……？	決意の光	SR	pure	sp	5613	4910	7017	spSkillUp_probability_none	夢をさがして	appeal,22	30	techniquePlus_passive_sameSchool,spSkillUp_acStart_none	3.2		technique,8	30
285	mari	ウフフ♪元気のいいコね！	トワイライト・カウガール	UR	natural	skill	9424	7140	11995	voltageUp_probability_sameSchool	こっちにいらっしゃい♡	5,7.2	33	appealPlus_passive_sameSchool,criticalRateUp_acSuccess_everyone	5.2		5,7.8	50
286	eri	優勝は…私のものよ！	Queen of the Circuit	UR	cool	voltage	11995	6283	10281	appealUp_probability_sameAttribute	私の勝ちは決まっているわ	5,7.2	33	appealPlus_passive_sameGrade,voltageGain_acSuccess_none	5.2		appeal,35	30
287	rina	鞠莉さんの部屋に泊まってみたい	Love U my friends	SR	active	guard	4910	6841	5787	shieldGain_probability_none	ドキドキ、だけど伝えたい	stamina,27	30	staminaPlus_passive_sameAttribute,staminaRecovery_acStart_none	3.2		stamina,20	30
288	setsuna	レインボートルマリンアロー	ジャスティス・アーチャー	UR	pure	sp	8030	6426	8490	spGaugeGainUp_probability_everyone	正義の矢で射貫きます	10,6.2	33	techniquePlus_passive_sameAttribute,spGaugeGainRate_musicStart_none	5.2		appeal,9	30
289	hanamaru	落ちるずら〜！	恋になりたいAQUARIUM	SR	elegant	skill	5069	4053	5358	appealUp_probability_sameTeam	あわあわに乗って	5,4.2	30	staminaPlus_passive_sameTeam,voltageGain_changeTeam_none	5		technique,20	15
290	rin	もう1回やりたいにゃ！	Wonderful Rush	SR	natural	sp	4488	4923	5069	spGaugeGainUp_probability_everyone	いっしょに盛り上がろう！	5,4.2	30	staminaPlus_passive_myself,shieldGainValue_spSkill_none	7		200	50
291	shioriko	虹ヶ咲学園1年生	理想は高く	R	smile	voltage	4644	2216	3693		私の本気							
292	shioriko	完璧主義スクールアイドル	虹ヶ咲ニューフェイス	R	cool	skill	3625	4229	4229		努力は裏切らないんです！							
293	ayumu	ぎゅっと捕まってもいい？	Present For You♡	UR	elegant	sp	9816	6450	11780	spGaugeGainUp_probability_sameAttribute	まばたき禁止♡	10,6.4	33	appealPlusAndStaminaPlus_passive_sameAttribute,voltageGain_spSkill_none	5.2,2.6		appeal,7	100
294	chika	一緒に涼もう	恋になりたいAQUARIUM	SR	natural	voltage	7017	4910	5613	voltageGain_probability_none	サカナたちとパーティー	appeal,37	30	appealPlus_passive_sameTeam,appealUp_musicStart_everyone	5		5,6.5	100
295	you	電車を走らせるよ〜！いけーー！	おもちゃの世界へようこそ	UR	active	voltage	11995	6568	9996	appealUp_probability_everyone	まだまだこれからー♪	5,6.2	33	appealPlus_passive_sameAttribute,appealUpType_changeTeamOnce_sameAttribute	5.2		10,voltage,1	100
296	niko	ままごとセットを使いましょう！	おもちゃの世界へようこそ	UR	cool	guard	7996	12851	7711	damageReduction_probability_none	みんな一緒に！にこにこにー♪	5,27	33	staminaPlus_passive_sameAttribute,staminaRecovery_changeTeamTimes_none	5.2		stamina,30	100,2
297	karin	この人形シリーズ、持ってたわ	Love U my friends	SR	cool	sp	6841	2805	7894	spSkillUp_probability_none	私が教えてあげる	appeal,22	30	techniquePlus_passive_sameAttribute,spGaugeGainRate_musicStart_none	3.2		appeal,4	100
298	ai	愛さんを捕まえてみな〜！	おもちゃの世界へようこそ	UR	pure	sp	8030	6194	8720	spSkillUp_probability_none	Let's JUMP!	appeal,32	33	appealPlus_passive_myself,skillInvocationUp_acSuccess_everyone	9		10,10	40
299	dia	思い出し笑いですわ	恋になりたいAQUARIUM	SR	pure	voltage	5793	4053	4633	appealUp_probability_everyone	私に注目ですわ	5,3.2	30	appealPlus_passive_myself,voltageGain_acStartOnce_none	7		appeal,75	100
300	hanayo	あ、あれっ、あれー！？	Wonderful Rush	SR	active	guard	4488	5793	4199	staminaRecovery_probability_none	心も身体もうきうき	stamina,29	30	staminaPlus_passive_sameAttribute,damageReduction_changeTeamTimes_none	5		1,23	100,2
301	honoka	ほらほら、じっとして〜	コスミック☆ドライバー	UR	smile	voltage	12444	7153	11509	appealUp_probability_sameTeam	行先はヒミツだよ！	5,9	33	appealPlus_passive_sameTeam,voltageGain_musicStart_none	7		appeal,100	100
302	riko	私とあなた、二人だけの時間	薔薇のしらべ	UR	active	guard	9020	12754	9332	staminaRecovery_probability_none	Waiting for You	stamina,40	33	staminaPlus_passive_sameAttribute,voltageUp_appeal_sameAttribute	5.2		2,8	15
303	nozomi	神様に聞いてみる？	Wonderful Rush	SR	smile	skill	7191	5086	5263	appealUp_probability_sameTeam	あなたとならどこまでも	5,7	30	techniquePlus_passive_sameTeam,criticalPlus_musicStart_sameTeam	5		1.5	100
304	emma	ふわふわで、カラフルでキラキラ	Love U my friends	SR	cool	guard	5263	7017	5263	damageReduction_probability_none	世界中に届け〜	10,11	30	staminaPlus_passive_sameAttribute,deactivation_changeTeam_everyone	3.2			23
305	kotori	2人とも…そこまでにして！	Pioneering a new World	UR	smile	sp	10567	7996	9996	spGaugeGainRate_probability_none	意外な一面	sp,9	33	techniquePlus_passive_everyone,criticalRateUp_acSuccess_everyone	4.2		5,3.9	100
306	setsuna	やらないわけにはいきません	Pioneering a new World	UR	elegant	skill	8568	8568	11424	staminaRecovery_probability_none	私には勝てませんよ	technique,32	33	appealPlus_passive_sameAttribute,appealPlus_spSkillOnce_sameTeam	5.2		3	100
307	shizuku	風になったような気分	Love U my friends	SR	natural	skill	6140	4033	7367	criticalRateUp_probability_sameTeam	あなたを笑顔にしたい	10,7	30	techniquePlus_passive_sameTeam,skillInvocationUp_acSuccess_everyone	5		5,5	100
308	chika	やるからには負けられない！	Pioneering a new World	UR	natural	guard	6099	10322	7038	shieldGain_probability_none	ギリギリなラインを攻めてみる？	stamina,29	33	staminaPlus_passive_everyone,staminaRecovery_changeTeamOnce_none	4.2		stamina,60	100
309	yoshiko	設定言うな！	恋になりたいAQUARIUM	SR	active	sp	5793	3909	4777	spGaugeGainUp_probability_everyone	海の底で堕天しましょ♡	5,4.2	30	techniquePlus_passive_sameAttribute,staminaRecovery_spSkill_none	3.2		technique,3	100
310	maki	なんでこんなことになるのよ～！	Wonderful Rush	SR	cool	voltage	6082	4923	3475	voltageUp_probability_sameAttribute	空を駆けてみたいわ♪	5,4.2	30	appealPlus_passive_sameAttribute,skillInvocationUp_musicStart_everyone	3.2		10,8	100
311	nozomi	ほーら、ごはんだよ〜	彩り金平糖	UR	elegant	skill	9139	8568	10852	voltageGainAndAppealUp_probability_sameGrade	シュガードリーム	appeal,23,5,4.4	33	appealPlus_passive_sameSchool,spGaugeGainRate_acSuccess_none	5.2		technique,2.6	100
312	ai	一球入魂〜〜〜〜っ！！	Love U my friends	SR	elegant	voltage	7017	6313	4209	voltageGain_probability_none	テンアゲでGO！	appeal,37	30	appealPlus_passive_sameAttribute,spGaugeGainRate_spSkillOnce_none	3.2		technique,7	100
313	hanamaru	よいしょ！よいしょ！	オータムキッチン	UR	smile	guard	7996	13137	7425	damageReduction_probability_none	完成ずら〜♡	2,50	33	staminaPlus_passive_sameAttribute,damageReduction_changeTeamTimes_none	5.2		1,44	100,2
314	emma	このお魚とっても美味しい！	オータムキッチン	UR	cool	skill	10567	9996	7996	voltageUp_probability_sameGrade	どんな味になるかお楽しみに♡	5,6.2	33	appealPlus_passive_sameGrade,voltageGain_changeTeamOnce_none	5.2		appeal,100	100
315	umi	足を滑らせてそのまま川へ…	Wonderful Rush	SR	pure	voltage	7017	5963	4559	voltageUp_probability_sameAttribute	夢いっぱいのステージ	5,5.2	30	appealPlus_passive_myself,voltagePlus_musicStart_sameAttribute	7		1	100
316	hanayo	私達もたくさん採ってきたよ	オータムキッチン	UR	active	voltage	8866	7908	7190	voltageUp_probability_sameAttribute	おいしくなーれ♡	5,6.2	33	techniquePlus_passive_sameAttribute,appealPlus_acStartOnce_sameAttribute	5.2		1.6	100
317	ruby	ルビィもう歩けないよ……	恋になりたいAQUARIUM	SR	elegant	skill	4488	4633	5358	criticalRateUp_probability_sameTeam	ルビィ、行きます！	3,12	30	techniquePlus_passive_sameTeam,voltageGain_criticalTimes_none	5		technique,10	100,10
318	kanata	彼方ちゃん眠る暇もないからー！	Love U my friends	SR	smile	sp	5069	4053	5358	spGaugeGainUp_probability_everyone	彼方ちゃんのスペシャルターイム	5,4.2	30	appealPlus_passive_myself,spSkillUp_acStart_none	7		appeal,2.6	100
319	kanan	今まで見た中で一番綺麗	Secret Galaxy	UR	active	voltage	14309	6222	10576	voltageGain_probability_none	二人だけの秘密ね	appeal,42	33	appealPlusAndTechniquePlus_passive_sameTeam,appealPlus_musicStart_sameTeam	7,3.5		2.5	100
320	kasumi	じゃーん！どうですか？	甘いひととき	UR	pure	sp	11199	7153	12754	spGaugeGainRate_probability_none	独り占めしちゃいます？	sp,9	33	appealPlus_passive_sameAttribute,spSkillUp_spSkillTimes_none	5.2		appeal,6.6	100,10
321	honoka	やっぱりこれがなくちゃね	Wonderful Rush	SR	pure	guard	5263	7367	4910	staminaRecovery_probability_none	冒険にいこう	stamina,32	30	staminaPlus_passive_sameTeam,staminaRecovery_acSuccess_none	5		stamina,6.6	100
322	mari	ここから見る夕日	恋になりたいAQUARIUM	SR	smile	skill	5613	5436	6490	shieldGain_probability_none	チャオ～！	technique,27	30	appealPlus_passive_sameTeam,appealUp_acStart_sameTeam	5		5,4	100
323	shizuku	「月の世界」へとご案内	十五夜の月うさぎ	UR	smile	voltage	12280	6568	9710	voltageGain_probability_none	月が綺麗ですね	appeal,37	33	appealPlus_passive_sameSchool,voltageGain_acSuccess_none	5.2		appeal,10.5	100
324	riko	きれい……	十五夜の月うさぎ	UR	cool	skill	10754	7557	10754	staminaRecovery_probability_none	きらめく月の力で♪	technique,32	33	appealPlus_passive_sameAttribute,appealPlus_musicStart_sameAttribute	5.2		2	100
325	niko	伝説のスクールアイドル伝説	ユメノトビラ	SR	smile	guard	4818	7140	5889	staminaRecovery_probability_none	魅せてあげるにこ♪	stamina,32	30	staminaPlus_passive_sameAttribute,staminaRecovery_acSuccess_none	3.2		stamina,6.6	100
326	rin	なんだか最近、とっても眠くって	十五夜の月うさぎ	UR	pure	guard	6231	11264	6470	shieldGain_probability_none	ぺったんぺったん♪	stamina,29	33	staminaPlus_passive_sameAttribute,shieldGain_changeTeam_none	5.2		stamina,1.8	100
327	kanan	おしょうゆをつけて、っと	未体験HORIZON	SR	natural	sp	5028	3696	6062	spSkillUp_probability_none	どんな未来が待っているかな？	appeal,22	30	techniquePlus_passive_myself,spSkillUp_acStartTimes_none	7		appeal,8.6	100,2
328	emma	お願いだから力をかして！	哀温ノ詩	SR	pure	voltage	6803	3845	4141	voltageUp_probability_everyone	受け継いだ想い	5,4	30	appealPlus_passive_myself,voltageGain_acSuccess_none	7		appeal,7.6	100
329	ruby	どこを探しても無かったグッズ！	ゆめいっぱい☆ルビィランド	UR	cool	sp	10465	6103	12498	spGaugeGainRate_probability_none	笑顔をプレゼントするよ！	sp,9	33	appealPlusAndTechniquePlus_passive_sameAttribute,spGaugeGainRate_acStart_none	2.6,5.2		technique,1	100
330	eri	んぐっ！？	ユメノトビラ	SR	smile	sp	6603	4284	6960	spGaugeGainRate_probability_none	見つかるかしら？	sp,7	30	techniquePlus_passive_sameType,spGaugeGainRate_musicStart_none	3.2		technique,3	100
331	mari	魔女のシャイ煮～！	マジカル☆ハロウィン	UR	elegant	voltage	12498	6103	10465	voltageGain_probability_none	トリック・オア・トリック	appeal,37	33	appealPlus_passive_sameAttribute,appealUp_acSuccess_sameAttribute	5.2		5,4	100
332	umi	お見事、正解です	マジカル☆ハロウィン	UR	pure	skill	11045	9009	9009	shieldGain_probability_none	魔女のお誘い	stamina,32	33	appealPlus_passive_sameAttribute,voltageUp_acSuccess_sameAttribute	5.2		5,3.9	100
333	kanata	辛いよう～！！	Märchen Star	SR	active	guard	5355	6783	5712	damageReduction_probability_none	なんでも叶えちゃう魔法だよ	5,22	30	staminaPlus_passive_sameTeam,shieldGain_acStart_none	5		stamina,2.4	100
334	karin	私の真似をして座ってちょうだい	マジカル☆ハロウィン	UR	smile	guard	5863	11025	6568	staminaRecovery_probability_none	いたずらしちゃうわよ♪	stamina,28	33	staminaPlus_passive_myself,staminaRecovery_acStart_none	9		stamina,7.5	100
335	kotori	頑張って作ったお話	ユメノトビラ	SR	cool	skill	5471	4288	5028	voltageUp_probability_sameTeam	ワクワクしちゃう！	5,4.4	30	appealPlus_passive_sameTeam,skillInvocationUp_acStart_sameTeam	5		5,4	100
